ID	Income	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Response	Age	Marital_Categories	Edu_Categories	Spent_Total	Living_Alone	AcceptedOffer
8594	50520.0	735261	25	112	0	6	2	1	14	2	3	1	3	6	0	0	0	0	0	0	0	57	0	3	135	1	0
7059	80124.0	735410	47	483	84	398	205	84	241	1	3	7	8	1	1	0	0	0	0	0	0	52	1	1	1495	1	1
2815	33183.0	735288	46	7	5	39	17	15	37	2	4	0	3	7	0	0	0	0	0	0	0	40	1	1	120	2	0
2416	66582.0	735295	83	789	25	420	16	38	0	1	2	8	9	1	0	0	0	0	0	0	0	46	0	3	1288	0	0
7999	75261.0	734981	17	1239	17	413	23	34	17	1	5	6	5	2	0	1	1	0	0	0	1	60	1	3	1743	1	3
9213	31880.0	734807	13	4	1	5	2	0	3	1	1	0	2	8	0	0	0	0	0	0	0	45	0	1	15	1	0
9697	53790.0	735298	86	335	42	127	28	5	5	3	7	2	8	6	0	0	0	0	0	0	0	64	1	1	542	3	0
3916	49269.0	734730	92	639	8	166	11	8	58	3	7	3	12	7	0	0	0	0	0	0	0	44	1	3	890	2	0
2021	61456.0	734954	47	563	76	384	84	192	89	4	6	10	13	4	0	0	0	0	0	0	0	40	1	1	1388	2	0
1581	37406.0	735151	18	2	0	8	2	2	3	1	1	0	2	8	0	0	0	0	0	0	1	35	1	1	17	2	1
564	56937.0	734719	81	746	8	125	11	8	8	7	8	6	9	6	0	1	0	0	0	0	1	34	1	3	906	2	2
6619	38415.0	734870	91	22	1	13	4	0	4	2	1	0	3	7	0	0	0	0	0	0	0	37	1	1	44	3	0
9081	20518.0	735371	58	4	1	6	4	1	9	1	1	1	2	5	0	0	0	0	0	0	0	27	0	1	25	1	0
178	62503.0	734917	40	478	0	193	110	75	117	4	8	3	11	5	0	0	0	0	0	0	0	59	1	1	973	2	0
916	41644.0	735362	67	20	3	4	2	0	2	2	1	0	3	3	0	0	0	0	0	0	0	43	0	3	31	2	0
5512	55842.0	735376	19	451	0	39	0	4	24	1	7	1	8	5	0	0	0	0	0	0	0	38	1	2	518	2	0
8970	62010.0	734799	93	371	22	39	6	0	92	4	6	2	7	5	0	0	0	0	0	0	0	43	1	3	530	2	0
10581	41124.0	734807	41	281	7	84	15	0	119	7	7	3	4	8	0	0	0	0	0	0	0	38	1	1	506	2	0
5300	38961.0	735232	60	19	7	19	0	1	24	1	2	1	2	7	0	0	0	0	0	0	0	42	1	2	70	2	0
5154	37760.0	735091	54	26	3	13	2	10	0	1	2	0	3	6	0	0	0	0	0	0	0	43	0	2	54	1	0
8346	32233.0	734734	26	138	15	35	25	11	72	2	6	2	2	9	1	0	0	0	0	0	1	41	0	1	296	1	2
1676	43057.0	735171	30	213	2	44	0	2	5	4	4	2	5	5	0	0	0	0	0	0	0	40	1	1	266	2	0
9286	83151.0	734786	93	407	28	100	120	74	18	1	5	9	4	3	0	0	0	0	0	0	0	55	1	2	747	1	0
2426	78825.0	734760	35	483	74	114	169	37	18	1	5	10	13	3	0	0	0	0	0	0	1	51	0	3	895	0	1
5172	65104.0	735186	4	738	0	232	13	20	50	2	3	5	7	7	0	0	0	0	0	0	0	39	1	2	1053	2	0
5562	60093.0	735045	92	502	12	109	16	6	90	2	7	2	10	6	0	0	0	0	0	0	0	41	1	1	735	2	0
3436	14045.0	735259	24	11	0	5	2	1	1	1	1	0	3	7	0	0	0	0	0	0	0	46	1	1	20	2	0
3921	28457.0	734804	96	24	1	108	29	29	14	1	4	1	4	8	0	0	0	0	0	0	0	63	0	2	205	0	0
3403	78952.0	734770	11	1170	19	594	99	76	134	2	2	5	12	6	0	0	0	0	0	0	0	57	1	3	2092	2	0
22	46310.0	734840	99	185	2	88	15	5	14	2	6	1	5	8	0	0	0	0	0	0	0	39	0	1	309	1	0
10965	76005.0	734921	72	983	20	389	240	50	40	1	3	5	13	6	0	0	0	1	0	0	0	60	1	1	1722	1	1
9426	58308.0	734880	77	691	0	69	10	0	130	4	2	6	3	8	0	0	0	0	0	0	0	51	0	2	900	1	0
6605	55614.0	735199	85	504	13	131	8	0	26	1	9	4	6	7	0	1	0	0	0	0	0	71	0	3	682	0	1
3136	59432.0	734971	88	317	25	265	25	19	12	3	5	3	11	5	0	0	0	0	0	0	0	53	0	2	663	1	0
8737	55563.0	735328	22	29	1	9	2	0	2	1	2	0	3	3	0	0	0	0	0	0	0	37	0	1	43	1	0
11088	78642.0	734979	83	1396	0	322	46	35	17	1	4	9	4	6	0	0	0	0	0	0	0	44	1	3	1816	2	0
716	67911.0	735375	63	529	0	356	63	28	0	3	6	7	11	3	0	0	0	0	0	0	0	66	1	3	976	2	0
466	65275.0	734961	9	388	14	218	91	14	21	1	4	3	13	2	0	0	0	0	0	0	0	71	1	1	746	1	0
9135	27203.0	734721	92	13	2	21	4	0	24	2	1	1	2	8	0	0	0	0	0	0	0	65	1	1	64	3	0
10623	48330.0	735187	2	28	0	4	0	0	0	1	1	0	3	5	0	0	0	0	0	0	0	54	1	2	32	2	0
8151	24279.0	734866	6	16	36	21	20	62	108	1	4	1	3	8	0	0	0	0	0	0	0	25	1	0	263	1	0
5140	64355.0	734739	66	1047	0	140	67	38	153	2	4	3	12	8	0	0	0	0	0	0	0	30	1	3	1445	2	0
10160	50943.0	735040	49	31	0	7	2	0	6	1	1	0	3	5	0	0	0	0	0	0	0	59	1	2	46	2	0
4945	53653.0	734814	29	815	10	239	28	10	108	2	10	4	12	6	0	0	0	0	0	0	0	62	0	1	1210	0	0
10584	65665.0	735204	77	225	162	387	106	36	29	1	5	10	8	3	0	0	0	0	0	0	0	39	1	1	945	2	0
6071	81217.0	735068	77	493	70	324	146	40	84	1	3	7	11	1	0	0	0	0	0	0	0	26	0	1	1157	0	0
3386	34935.0	735040	71	34	4	66	3	10	20	1	2	1	4	7	0	0	0	0	0	0	0	23	1	1	137	1	0
8939	61250.0	734853	49	382	138	65	60	26	59	6	5	2	12	5	0	0	0	0	0	0	0	56	0	1	730	1	0
9925	39665.0	735013	97	127	1	56	0	1	31	3	4	2	3	7	1	0	0	0	0	0	0	34	1	3	216	2	1
4320	60152.0	734955	6	325	83	300	86	58	91	1	6	4	12	3	0	0	0	0	0	0	0	36	0	1	943	1	0
5389	48920.0	735161	93	238	17	68	8	10	6	3	6	2	5	7	0	1	0	0	0	0	0	51	1	1	347	3	1
6036	89120.0	735309	78	1168	92	408	72	129	55	1	5	6	7	1	0	0	1	0	0	0	0	56	1	2	1924	1	1
182	44124.0	734999	62	284	0	55	0	6	52	4	6	2	5	8	0	0	0	0	0	0	0	69	1	3	397	2	0
203	81169.0	734972	47	1288	20	613	80	61	27	1	5	7	9	2	0	0	0	0	0	0	0	40	0	2	2089	0	0
11025	36443.0	734902	9	65	0	46	4	3	20	4	3	1	3	8	0	0	0	0	0	0	0	54	1	1	138	3	0
10203	26095.0	735049	77	11	7	9	3	1	11	1	1	0	3	7	0	0	0	0	0	0	0	25	0	1	42	1	0
4607	71367.0	735103	24	227	23	389	42	21	75	1	4	5	7	2	0	0	0	0	0	0	0	56	1	1	777	1	0
3711	80184.0	735293	19	1035	134	670	25	38	0	1	6	3	10	3	0	0	1	1	0	0	0	71	1	2	1902	1	2
3696	30630.0	735260	67	27	1	12	2	0	10	2	2	0	3	7	0	0	0	0	0	0	0	50	0	1	52	2	0
2532	73454.0	735293	95	982	73	351	56	14	175	1	2	4	6	5	1	0	0	0	0	0	0	28	0	2	1651	0	1
9214	42691.0	735096	48	179	2	64	38	17	58	1	5	1	6	5	0	0	0	0	0	0	0	24	1	1	358	1	0
4943	70503.0	734776	73	1379	33	216	0	33	66	1	2	4	9	6	0	1	1	0	0	0	0	62	1	1	1727	1	2
35	25545.0	734754	35	32	1	64	16	12	85	3	2	2	3	6	0	0	0	0	0	0	1	28	1	1	210	2	1
2258	32880.0	734841	76	8	4	15	7	6	2	1	1	0	3	8	0	0	0	0	0	0	0	29	1	1	42	2	0
4322	77863.0	735199	20	881	38	319	16	25	12	1	4	5	10	2	0	0	0	0	0	0	0	57	1	3	1291	1	0
713	50353.0	735392	72	141	15	153	67	31	35	1	4	4	6	3	0	0	0	0	0	0	0	38	1	2	442	1	0
4702	61839.0	734727	20	1000	155	379	224	17	120	1	4	8	4	8	0	0	0	0	0	0	0	51	0	1	1895	0	0
3281	49154.0	735175	69	206	10	67	30	27	71	6	4	1	8	6	0	0	0	0	0	0	0	55	1	3	411	3	0
702	47682.0	734914	80	162	61	83	97	57	61	4	4	3	8	5	0	0	0	0	0	0	0	40	0	2	521	1	0
2004	72679.0	735129	65	619	54	260	127	54	54	1	4	7	5	1	0	0	0	0	0	0	0	46	0	1	1168	1	0
4769	57954.0	735402	52	456	4	24	0	0	9	7	8	2	6	7	0	1	0	0	0	0	0	38	1	2	493	3	1
4437	65316.0	734982	65	112	6	92	3	9	38	2	3	2	5	4	0	0	0	0	0	0	0	53	1	1	260	3	0
8724	28567.0	735036	57	11	3	22	2	2	6	2	2	0	3	6	0	0	0	0	0	0	0	33	0	1	46	1	0
10741	47352.0	734969	70	172	12	112	8	0	15	4	6	1	5	7	0	0	0	0	0	0	0	64	1	2	319	2	0
1991	44931.0	735251	0	78	0	11	0	0	7	1	2	1	3	5	0	0	0	0	0	0	0	48	1	1	96	2	0
6931	76982.0	735279	19	464	151	292	65	60	30	1	8	3	4	4	0	0	1	0	0	0	1	48	0	1	1062	0	2
11096	57247.0	735088	50	99	4	32	37	54	6	2	2	1	7	2	0	0	0	0	0	0	0	63	1	2	232	2	0
304	22944.0	735225	67	19	3	19	4	5	26	3	3	0	3	7	0	0	0	0	0	0	0	34	0	2	76	1	0
3665	25315.0	735179	46	1	9	8	11	3	22	3	3	0	3	8	0	0	0	0	0	0	0	38	1	2	54	2	0
10591	43638.0	734721	37	63	10	83	7	19	19	2	4	1	4	7	0	0	0	0	0	0	0	46	0	1	201	1	0
5036	42710.0	734835	38	252	3	42	4	3	102	2	4	5	3	6	0	0	0	0	0	0	0	31	0	3	406	1	0
5547	84169.0	735087	9	1478	19	403	0	19	0	1	7	6	6	3	0	1	1	0	0	0	1	33	1	3	1919	1	3
7822	54058.0	735023	56	198	18	252	32	108	54	2	4	6	8	3	0	0	0	0	0	0	0	39	1	1	662	2	0
8541	24683.0	735300	98	8	4	10	6	7	6	2	2	0	4	5	0	0	0	0	0	0	0	25	1	2	41	2	0
10955	85620.0	735240	68	416	46	925	60	107	46	1	3	6	4	1	0	0	0	0	0	0	1	51	0	1	1600	0	1
4368	47850.0	735205	72	42	7	43	20	12	10	1	3	0	4	6	0	0	0	0	0	0	0	35	1	1	134	2	0
9671	19514.0	735259	47	14	3	21	2	1	28	4	3	1	2	8	1	0	0	0	0	0	1	47	1	1	69	3	2
2256	27159.0	735321	33	17	0	3	0	0	1	2	1	0	3	6	0	0	0	0	0	0	0	42	1	2	21	3	0
4279	39548.0	735323	87	15	4	10	3	4	18	2	1	1	3	3	0	0	0	0	0	0	0	52	0	2	54	2	0
5371	21474.0	735331	0	6	16	24	11	0	34	2	3	1	2	7	1	0	0	0	0	0	1	26	0	1	91	1	2
9240	60504.0	735271	73	458	0	24	6	4	34	2	6	2	8	6	0	0	0	0	0	0	0	44	0	3	526	1	0
9460	22419.0	734976	74	30	3	47	19	21	42	1	3	2	2	8	0	0	0	0	0	0	0	52	1	1	162	1	0
9504	81698.0	735178	4	179	28	520	111	123	47	1	3	8	13	1	0	0	0	0	0	0	1	66	1	2	1008	1	1
8692	43462.0	734758	50	90	17	97	15	6	15	6	4	1	5	8	0	0	0	0	0	0	0	63	1	1	240	3	0
448	54880.0	734928	57	308	85	137	102	45	118	2	6	2	11	5	0	0	0	0	0	0	0	37	0	3	795	1	0
8314	79908.0	734963	30	557	129	761	29	185	111	1	5	6	7	2	0	0	1	0	0	0	0	33	1	1	1772	1	1
8420	15315.0	735083	27	7	4	13	15	8	17	2	2	0	4	5	0	0	0	0	0	0	0	45	1	2	64	1	0
3174	87771.0	735010	61	1492	38	287	50	57	33	1	5	10	4	6	0	1	1	1	1	0	1	56	1	1	1957	2	5
7685	33039.0	735120	4	30	8	12	8	8	12	1	2	0	4	5	0	0	0	0	0	0	0	37	1	1	78	2	0
3179	81741.0	735035	75	249	153	940	58	134	38	0	6	6	7	2	0	0	0	0	0	0	0	35	0	1	1572	0	0
9780	71499.0	735044	12	465	25	132	136	0	37	2	8	3	13	4	0	0	0	0	0	0	0	44	1	2	795	2	0
10681	62466.0	735248	13	129	129	259	168	121	83	5	6	3	12	4	0	0	0	0	0	0	0	45	1	2	889	2	0
10232	48799.0	735177	9	174	18	81	28	6	24	3	3	2	7	3	0	0	0	0	0	0	0	52	0	3	331	1	0
4184	52157.0	735391	48	189	2	29	3	2	40	2	3	2	5	4	0	0	0	0	0	0	0	65	1	3	265	2	0
9120	66565.0	734842	80	747	10	161	65	40	42	4	4	2	9	8	0	0	0	0	0	0	0	53	0	1	1065	1	0
891	29298.0	735118	60	6	0	2	2	0	1	1	1	0	2	5	0	0	0	0	0	0	0	64	1	2	11	3	0
10381	47691.0	735054	43	14	0	3	0	0	4	1	1	0	2	6	0	0	0	0	0	0	0	36	0	1	21	1	0
3525	38200.0	734844	19	12	0	4	0	0	1	1	1	0	2	7	0	0	0	0	0	0	0	45	1	1	17	3	0
6818	44989.0	734758	26	98	0	106	49	10	106	5	5	1	5	6	0	0	0	0	0	0	0	41	1	1	369	2	0
3526	38443.0	735260	58	32	0	5	0	0	1	2	1	0	3	7	0	0	0	0	0	0	0	47	1	3	38	3	0
8181	38593.0	735124	42	51	12	49	17	24	24	3	4	1	3	8	0	0	0	0	0	0	0	37	0	2	177	1	0
1029	64413.0	735081	27	200	5	44	0	10	20	1	5	1	5	5	0	0	0	0	0	0	0	45	1	3	279	2	0
7369	36959.0	735143	56	25	6	25	6	0	0	2	2	0	3	8	0	0	0	0	0	0	0	34	1	2	62	2	0
2574	61996.0	734899	27	1050	12	144	0	0	24	3	6	4	8	5	0	1	0	1	1	0	1	38	1	3	1230	2	4
8159	51287.0	735324	10	117	0	22	13	0	30	3	4	1	3	7	0	0	0	0	0	0	0	47	1	1	182	3	0
1160	13260.0	735103	48	9	4	17	10	2	7	4	3	0	3	8	0	0	0	0	0	0	0	45	1	1	49	3	0
10242	47472.0	735127	39	56	0	11	0	0	8	2	2	0	4	5	0	0	0	0	0	0	0	49	1	3	75	3	0
5253	54603.0	735058	85	145	13	46	17	2	4	6	4	2	4	7	0	0	0	0	0	0	0	59	1	2	227	3	0
5966	45207.0	734817	64	203	0	10	0	0	2	5	3	1	6	6	0	1	0	0	0	0	0	41	1	3	215	3	1
5314	40689.0	734945	69	270	3	27	39	6	99	7	7	1	5	8	0	0	0	0	0	0	0	64	1	1	444	2	0
5081	47821.0	735161	54	9	0	16	6	6	10	1	1	0	3	8	0	0	0	0	0	0	0	48	1	2	47	3	0
5123	27450.0	734973	57	37	12	23	8	11	52	1	2	1	3	7	0	0	0	0	0	0	0	64	1	2	143	1	0
5756	39453.0	735326	64	46	0	7	0	0	2	2	2	0	3	6	0	0	0	0	0	0	0	32	1	1	55	2	0
8036	26850.0	735341	10	31	1	13	7	2	9	4	2	1	4	4	0	0	0	0	0	0	0	44	1	2	63	3	0
9058	79800.0	734769	65	1060	21	530	32	0	224	1	5	11	5	3	1	0	1	1	0	0	1	60	0	1	1867	0	4
5057	61794.0	735125	74	264	47	188	54	47	11	2	4	4	10	2	0	0	0	0	0	0	0	54	1	2	611	2	0
254	53863.0	735370	4	399	4	30	6	4	30	3	7	1	7	7	0	1	0	0	0	0	0	60	1	1	473	2	1
4179	24221.0	735100	94	8	9	9	2	5	22	1	1	1	3	4	0	0	0	0	0	0	0	56	1	1	55	1	0
3710	39684.0	734788	41	19	0	35	6	4	17	2	2	1	2	7	0	0	0	0	0	1	1	31	0	3	81	1	1
7627	92163.0	734849	25	817	183	797	106	163	20	0	5	11	5	2	0	0	1	1	0	0	1	40	1	2	2086	1	3
4501	69882.0	735182	94	292	127	635	132	127	165	1	3	7	9	1	0	0	0	0	0	0	0	50	0	2	1478	0	0
6424	33178.0	735263	9	12	6	2	11	2	16	1	1	0	3	4	0	0	0	0	0	0	0	38	1	1	49	2	0
3075	59973.0	735122	47	130	30	168	20	34	0	1	3	4	7	1	0	0	0	0	0	0	0	43	1	3	382	1	0
4992	17459.0	735130	12	6	4	16	3	10	30	3	3	1	2	7	0	0	0	0	0	0	1	40	1	2	69	2	1
5252	23910.0	734802	80	16	12	18	7	1	13	1	2	0	3	7	0	0	0	0	0	0	0	46	0	1	67	1	0
7444	42169.0	735160	20	19	0	9	0	0	2	2	1	0	3	8	0	0	0	0	0	0	0	46	1	2	30	3	0
6919	26224.0	735023	39	4	7	15	13	9	15	3	2	1	3	6	0	0	0	0	0	0	0	37	1	2	63	2	0
3537	31089.0	734732	57	31	3	31	2	8	4	3	3	0	4	8	0	0	0	0	0	0	0	34	1	1	79	2	0
10277	30081.0	734920	27	36	0	2	0	0	4	1	1	0	3	7	0	0	0	0	0	0	0	54	0	1	42	1	0
2453	62807.0	734746	83	526	28	135	10	21	99	3	5	3	12	5	0	0	0	0	0	0	0	55	1	1	819	2	0
7972	72906.0	735128	79	400	32	519	71	75	54	1	3	4	9	1	0	0	0	0	0	0	0	60	0	1	1151	0	0
895	61467.0	734846	69	410	16	114	0	5	49	3	5	2	10	5	0	0	0	0	0	0	0	67	1	3	594	3	0
1177	49618.0	734894	77	80	3	26	4	2	14	4	3	1	3	7	0	0	0	0	0	0	0	49	1	2	129	3	0
7141	21888.0	734866	15	88	10	46	2	3	64	4	5	1	2	10	0	0	0	0	0	0	1	29	0	2	213	1	1
7232	42429.0	735275	99	55	0	6	2	0	4	2	1	1	3	5	0	0	0	0	0	0	0	42	0	1	67	1	0
8477	26150.0	734938	61	5	1	13	3	5	1	1	1	0	3	7	0	0	0	0	0	0	0	59	0	1	28	3	0
2457	30801.0	734802	23	8	4	5	15	2	11	2	1	0	3	7	0	0	0	0	0	0	0	40	1	0	45	2	0
988	81168.0	735360	84	410	0	592	147	22	22	1	6	4	7	3	0	0	0	1	0	0	0	50	1	1	1193	1	1
7930	26877.0	735099	74	101	13	76	20	18	40	2	3	1	6	6	0	0	0	0	0	0	0	46	0	2	268	0	0
4587	45006.0	735067	90	162	25	53	16	0	10	1	3	1	7	3	0	0	0	0	0	0	0	71	0	2	266	0	0
6682	18978.0	734848	41	2	8	1	4	7	15	1	1	0	3	8	0	0	0	0	0	0	0	42	1	0	37	2	0
6222	22574.0	735169	28	25	0	8	2	0	2	2	2	0	3	7	0	0	0	0	0	0	0	48	1	1	37	4	0
10299	48240.0	734816	73	389	91	248	64	49	41	3	6	3	13	5	0	0	0	0	0	0	1	46	0	3	882	0	1
3083	45837.0	735075	88	215	13	87	17	17	24	5	6	2	5	7	0	0	0	0	0	0	0	41	1	1	373	3	0
8953	35791.0	734994	94	27	0	5	0	0	3	2	1	0	3	8	0	0	0	0	0	0	0	50	0	2	35	3	0
1503	162397.0	735022	31	85	1	16	2	1	2	0	0	0	1	1	0	0	0	0	0	0	0	39	1	3	107	3	0
8650	54162.0	734945	31	5	6	10	6	5	10	1	1	0	3	4	0	0	0	0	0	0	0	37	0	1	42	2	0
10862	30522.0	734732	6	179	8	83	19	11	26	5	1	2	9	2	0	0	0	0	0	0	0	55	1	2	326	2	0
2782	54456.0	735060	23	352	0	27	10	0	15	3	6	1	7	6	0	0	0	0	0	0	0	54	1	3	404	2	0
6941	31632.0	735063	92	17	8	12	11	15	32	1	2	1	2	7	0	0	0	0	0	0	0	44	0	1	95	0	0
10972	72298.0	735302	52	625	35	169	58	17	35	1	4	3	6	1	0	1	1	0	0	0	0	66	0	1	939	0	2
10708	36975.0	735230	50	10	6	11	0	4	2	1	1	0	3	7	0	0	0	0	0	0	0	37	0	2	33	1	0
6583	72635.0	735022	54	390	22	323	104	35	107	1	6	8	6	3	0	0	0	1	0	0	0	60	1	2	981	1	1
3641	13624.0	734888	93	10	2	15	2	1	6	2	2	0	3	6	0	0	0	0	0	0	0	39	1	1	36	2	0
10156	84196.0	735022	56	215	63	507	231	31	190	1	8	4	7	3	0	0	0	0	0	0	0	40	0	1	1237	1	0
4299	70971.0	734767	28	1001	17	572	93	125	17	7	11	11	5	7	0	0	0	0	0	0	1	55	1	1	1825	2	1
3469	34487.0	734752	94	19	18	33	24	1	8	3	3	0	3	9	0	0	0	0	0	0	0	38	0	3	103	2	0
5063	28769.0	734855	76	41	5	129	10	3	3	3	4	1	4	9	0	0	0	0	0	0	0	38	0	1	191	1	0
10727	69084.0	735191	43	1181	107	199	39	30	30	2	7	3	13	8	0	0	0	0	0	0	0	45	1	3	1586	2	0
9624	65488.0	735397	46	603	45	207	36	18	54	1	3	4	6	1	0	0	0	0	0	0	0	57	1	3	963	1	0
5156	62466.0	735248	13	129	129	259	168	121	83	5	6	3	12	4	0	0	0	0	0	0	0	45	1	2	889	2	0
4376	32218.0	735279	27	10	24	15	13	1	30	1	2	1	3	7	1	0	0	0	0	0	1	55	0	2	93	0	2
8923	83917.0	734976	12	514	22	732	42	198	79	1	6	7	7	3	0	0	0	0	0	0	1	42	0	1	1587	0	1
8461	46102.0	735302	3	14	0	1	0	0	1	1	1	0	2	7	0	0	0	0	0	0	0	53	0	1	16	3	0
6945	84574.0	735023	72	387	20	713	38	54	163	1	9	11	11	5	0	0	0	0	0	0	0	63	0	1	1375	0	0
944	56181.0	734876	6	121	103	69	8	44	48	1	4	2	7	4	0	0	0	0	0	0	0	53	1	1	393	2	0
1907	63120.0	734774	53	965	69	279	54	41	69	5	8	4	9	7	0	0	0	0	0	0	1	65	0	2	1477	1	1
701	73691.0	735178	58	707	21	250	85	43	73	2	6	2	8	2	1	0	0	0	0	0	0	44	1	1	1179	2	1
3856	63381.0	734781	78	571	50	142	33	50	159	4	4	5	13	2	0	0	0	0	0	0	0	55	1	1	1005	2	0
4149	76140.0	735366	57	586	66	653	17	0	26	1	5	9	6	2	0	0	0	0	0	0	0	67	1	3	1348	1	0
2131	62859.0	734867	37	1063	89	102	16	12	25	4	9	4	6	6	0	0	0	0	0	0	0	56	0	3	1307	1	0
2942	45906.0	734995	20	305	3	27	4	3	144	2	5	4	4	5	1	0	0	0	0	0	0	51	0	1	486	1	1
1173	77632.0	734937	73	1200	105	758	0	42	147	1	4	2	6	2	0	1	1	0	0	0	1	68	1	2	2252	1	3
4381	46463.0	735098	56	163	2	40	8	11	11	7	3	1	6	6	0	0	0	0	0	0	0	44	1	3	235	3	0
4611	105471.0	734889	36	1009	181	104	202	21	207	0	9	8	13	3	0	0	1	1	0	0	1	45	1	1	1724	1	3
3376	55282.0	735215	9	125	6	73	8	4	19	1	3	1	6	4	0	0	0	0	0	0	0	45	0	2	235	1	0
4679	78710.0	735376	42	721	0	152	119	50	50	3	7	6	12	4	0	0	0	0	0	0	0	38	1	2	1092	2	0
10928	66886.0	735127	28	315	4	62	41	31	146	2	7	1	7	5	0	0	0	0	0	0	0	57	1	1	599	2	0
4248	98777.0	735281	23	1000	19	711	125	115	38	0	4	6	9	1	0	1	0	0	0	0	0	55	0	2	2008	0	1
6728	29103.0	734742	38	16	0	17	6	3	6	2	1	0	3	9	0	0	0	0	0	0	0	30	1	1	48	2	0
6661	67445.0	734727	63	757	80	217	29	80	11	5	9	6	12	6	0	0	0	0	0	0	0	41	1	1	1174	2	0
4725	50616.0	735336	71	30	2	25	0	1	9	1	1	1	4	2	0	0	0	0	0	0	0	65	1	3	67	2	0
3277	49431.0	734718	9	219	3	100	26	0	17	2	7	1	5	8	0	0	0	0	0	0	0	60	0	1	365	1	0
5555	153924.0	735271	81	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	6	0	0
2564	61278.0	735237	87	111	3	28	2	6	15	2	3	1	4	6	0	0	0	0	0	0	0	62	1	1	165	2	0
946	26490.0	734768	92	45	47	52	21	20	25	2	3	1	5	6	0	0	0	0	0	0	0	57	1	2	210	1	0
3867	73059.0	735111	36	410	112	420	0	82	71	1	9	3	13	4	0	0	0	0	0	0	0	68	1	3	1095	2	0
6940	46734.0	735162	86	100	1	39	6	1	76	4	3	2	3	6	1	0	0	0	0	0	0	49	0	3	223	3	1
55	56253.0	734844	83	509	0	65	7	11	5	4	7	2	9	6	0	0	0	0	0	0	0	52	1	1	597	2	0
7093	19986.0	735186	74	3	6	5	0	2	6	1	0	0	3	7	0	0	0	0	0	0	0	30	1	1	22	2	0
5084	58330.0	735227	87	445	53	213	104	98	151	1	6	4	13	4	0	0	0	0	0	0	0	40	0	1	1064	1	0
1777	25965.0	734753	29	2	2	11	41	7	11	1	2	0	3	8	0	0	0	0	0	0	0	35	1	0	74	1	0
8162	14661.0	734869	88	4	1	11	6	2	2	1	1	0	3	6	0	0	0	0	0	0	0	59	1	2	26	1	0
10826	18690.0	734865	77	6	1	7	23	4	19	1	1	1	2	8	0	0	0	0	0	0	0	56	1	1	60	1	0
8754	45068.0	735004	25	14	0	3	0	0	3	1	1	0	2	7	0	0	0	0	0	0	0	41	1	3	20	2	0
1987	21063.0	735136	34	1	10	11	19	3	15	2	2	0	3	6	0	0	0	0	0	0	0	28	0	0	59	1	0
11007	29187.0	734997	43	26	0	6	0	0	2	1	1	0	3	8	0	0	0	0	0	0	0	47	1	3	34	2	0
7426	54690.0	735179	76	111	16	37	7	9	18	3	3	1	5	3	0	0	0	0	0	0	0	44	1	2	198	3	0
9153	59304.0	735078	81	418	61	428	80	51	10	3	7	8	10	5	0	0	0	0	0	0	0	51	1	3	1048	2	0
10379	59247.0	735180	87	327	9	122	19	14	83	5	5	2	9	6	0	0	0	0	0	0	0	53	0	2	574	2	0
9204	66731.0	734758	33	371	159	194	58	106	141	4	4	3	6	3	0	0	0	0	0	0	0	45	0	1	1029	1	0
3197	77353.0	735218	38	275	59	107	69	101	59	2	6	4	8	4	0	0	0	0	0	0	0	35	1	1	670	2	0
2920	52614.0	734838	63	789	0	142	12	9	38	2	2	4	8	8	0	0	0	0	0	0	0	40	0	3	990	1	0
6961	26751.0	735375	26	1	1	5	0	3	1	1	1	0	2	8	0	0	0	0	0	0	0	41	1	1	11	3	0
4673	81300.0	734806	17	1004	12	145	32	12	36	3	10	3	5	5	0	0	0	1	0	0	1	52	1	3	1241	2	2
9937	70337.0	735235	75	187	81	149	25	43	91	1	2	2	12	1	0	0	0	0	0	0	0	36	0	1	576	0	0
8779	36145.0	735035	13	56	4	76	17	1	18	4	4	1	3	9	1	0	0	0	0	0	1	30	1	2	172	2	2
9596	65295.0	735225	19	365	32	117	34	110	6	1	3	3	13	2	0	0	0	0	0	0	0	35	0	3	664	0	0
2891	68118.0	735159	51	595	23	123	10	23	154	2	8	9	4	6	0	0	0	0	0	0	0	52	0	1	928	1	0
4910	68743.0	734745	81	1132	134	384	175	134	115	1	11	5	13	7	0	0	0	0	0	0	0	48	0	1	2074	0	0
75	41039.0	735074	32	34	11	137	179	61	45	1	8	1	5	8	0	0	0	0	0	0	0	33	1	2	467	1	0
10120	38946.0	735165	84	116	6	82	6	6	41	2	3	1	6	5	0	0	0	0	0	0	0	60	1	1	257	2	0
6327	65777.0	735221	87	565	32	435	28	32	54	1	2	8	6	1	0	0	0	0	0	0	0	48	1	1	1146	1	0
10142	66476.0	734934	99	372	18	126	47	48	78	2	5	2	11	4	0	0	0	0	0	0	0	39	0	3	689	1	0
9826	86857.0	734758	96	899	102	838	133	102	40	1	5	6	10	2	0	0	0	0	0	0	1	43	0	3	2114	0	1
